家賃,物件番号,情報更新日,次回更新予定日,所在地,建物名,沿線・駅・交通,専有面積,専用庭面積,間取り,間取り内訳,バルコニー,サービスルーム数,小学校区,中学校区,駐車場,駐車場：形式,駐車場：状況,駐車場備考,駐車場敷金,敷金,礼金,精算方式,保証金,保証金償却,管理費,共益費,雑費,家賃保証会社,家賃保証・保証費用等,保険,更新料,その他一時金,施設費用,その他費用,賃貸借区分,契約期間,特優賃区分,管理員の勤務形態,敷地延長,建物構造,建物工法,最適用途,階建,階,築年月,現況,入居可能時期,設備,特記事項,備考,取引態様,担当者,担当者連絡先,市区
6.15,99314799,2022年12月05日,2022年12月19日,福岡市中央区今川１丁目12-26(仮)  mapを見る,（仮）今川１丁目AP  303,福岡市空港線唐人町駅 徒歩5分 駅までmap 福岡市空港線西新駅 徒歩15分 駅までmap 福岡市空港線大濠公園駅 徒歩16分 駅までmap ,内法24.03㎡ / 約7.27坪,nan,ワンルーム,洋8.1,nan,nan,nan,nan,無,nan,　,nan,nan,無,1ヶ月,実費,無,nan,無,3000円,無,有 ジェイリース※契約者や条件によっては、内容が変更になる場合があります。,初回保証料60％,有、18000円、2年、日本共済（例）※契約者や条件によっては、内容が変更になる場合があります。,旧賃料22000円 ,nan,nan,２４時間サポート：660円 / 月,nan,2年,nan,巡回,nan,木造,nan,nan,地上3階建,3階部分,2023[R5]年3月（新築）,未完成,予定　2023年3月下旬,プロパンガス　 エアコン　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 ＢＳ端子　 収納スペース　 システムキッチン　 室内洗濯機置場　 浴室乾燥機　 フローリング　 バルコニー　 オートロック　 ＴＶモニタ付きインターホン　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　 全居室フローリング　 インターネット対応　 光ファイバー　 シューズボックス　,ペット不可　 角部屋　 事務所使用可　 最上階　,"※物件のお問い合わせは下記担当者携帯までご連絡下さい。FAX番号:(092)707-7099入居時消毒代16,500円（税込）退去時クリーニング代　38,500円（税込）短期解約違約金　1年未満1ヶ月",一般媒介,松森,"
										TEL：080-8592-6749
",中央
6.8,99293461,2022年12月05日,2022年12月19日,福岡市中央区春吉１丁目１１－５２  mapを見る,ＨＭリバーサイド天神  808,福岡市七隈線渡辺通駅 徒歩7分 駅までmap 西鉄天神大牟田線薬院駅 徒歩10分 駅までmap 福岡市七隈線天神南駅 徒歩14分 駅までmap ,26.98㎡ / 約8.16坪,nan,1K,洋7.1, 南,nan,nan,nan,空有　1万4300円,nan,　,nan,1万3000円,無,無,nan,0.6万円 ,nan,無,4500円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上14階建,8階部分,2017[H29]年1月,空家,相談　,プロパンガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＢＳ端子　 システムキッチン　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　 防犯カメラ　,南向き　,敷地内駐車場や防犯カメラ、宅配ボックスもございます！天神・博多どちらも徒歩圏内でご通勤やお買い物に便利な立地です。駐車場の空きについては要確認,専任媒介,nan,"
",中央
3.1,99296687,2022年12月05日,2022年12月19日,福岡市中央区六本松２丁目3-21  mapを見る,ルポ六本松  913,福岡市七隈線六本松駅 徒歩1分 駅までmap 福岡市七隈線桜坂駅 徒歩10分 駅までmap 福岡市空港線大濠公園駅 徒歩20分 駅までmap ,22.71㎡ / 約6.87坪,nan,ワンルーム,nan,nan,nan,福岡市立草ケ江小学校　距離594ｍ,私立福岡大学附属大濠中学校　距離507ｍ,空無,nan,　,nan,nan,無,無,実費,無,nan,5000円,無,500円,nan,nan,有※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,安心サポート：1000円 / 月,nan,2年,nan,巡回,nan,ＳＲＣ,nan,nan,地上11階建,9階部分（入口：1階）,1994[H6]年4月,居住中,相談　,都市ガス　 冷房　 暖房　 エアコン　 給湯　 トイレ　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 ＣＳ　 収納スペース　 カウンターキッチン　 家電付き　 ＩＨクッキングヒーター　 洗面所　 洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　 コインランドリー　 24時間セキュリティ　 バイク置場(屋外）　 バイク駐輪場（大型可）　 防犯カメラ　 防犯セキュリティ　 火災報知機　 家具付き　 エレベーター2基以上　 全居室フローリング　 インターネット対応　 光ファイバー　 ＣＡＴＶインターネット　 玄関収納　 シューズボックス　 耐震構造　 敷地内ゴミ置き場　,ペット不可　 二人入居可　 日当り良好　 閑静住宅街　 角部屋　 事務所使用可　 高齢者相談　 住宅確保要配慮者の入居応相談　 マンスリー可　 眺望良好　 保証人不要　 子供可　,"家具家電付き可能♪●初期費用・火災保険：18,000円（2年間）・鍵交換代：16,500円（税込）・室内消毒費：16,500円（税込）・エアコン洗浄代：13,200円（税込）・保証料（賃料50％  更新10,000円）・事務手数料：11,000円（税込）★初期費用相談可、ご相談ください。●その他・退去時ハウスクリーニング費用：44,000円・更新事務手数料：11,000円（2年毎）・1年未満解約時は、賃料2ヶ月分、　2年未満解約時は、賃料1ヶ月分の違約金となります。・退去時は、故意過失実費にて精算させていただきます。",代理,中島,"
										TEL：090-5028-3929
										メールアドレス：info@azox.co.jp
",中央
4.0,99278194,2022年12月05日,2022年12月19日,福岡市中央区薬院３丁目7-17  mapを見る,コスモビル  401,福岡市七隈線薬院駅 徒歩8分 駅までmap 西鉄天神大牟田線薬院駅 徒歩9分 駅までmap 新川町バス停 徒歩2分 ,壁芯23.8㎡ / 約7.20坪,nan,1DK,ＤＫ4.5／洋6, 西,nan,nan,nan,無,nan,　,nan,nan,無,無,実費,無,nan,無,無,3000円,有 ふれんず保証（基本初回のみ　退去まで）※契約者や条件によっては、内容が変更になる場合があります。,月額合計の50％,有、15000円、2年、あいおいニッセイ同和損保（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換費用：1万6500円,nan,nan,nan,2年,nan,巡回,nan,鉄骨造,nan,nan,地上5階建,4階部分,1987[S62]年1月,空家,即時　,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ同　 シャワー　 収納スペース　 ガスコンロ設置可　 フローリング　 バルコニー　 エレベーター　 インターネット使い放題　 防犯カメラ　 天袋　 キッチンに窓　,ペット不可　 日当り良好　 角部屋　 事務所使用可　,nan,専任媒介,nan,"
",中央
3.9,99264123,2022年12月05日,2022年12月19日,福岡市中央区笹丘２丁目1-25  mapを見る,遊ビル笹丘  303,福岡市七隈線六本松駅 徒歩22分 駅までmap ,24.27㎡ / 約7.34坪,nan,1K,nan,nan,nan,笹丘　距離720ｍ,友泉　距離1100ｍ,空無,nan,　,nan,nan,無,1ヶ月,実費,無,nan,無,2000円,無,有 スマート保証※契約者や条件によっては、内容が変更になる場合があります。,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,nan,nan,nan,町費：300円 / 月トーマスclub：880円 / 月水道代：2700円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上4階建地下1階建,3階部分,1998[H10]年1月,空家,相談　,プロパンガス　 冷房　 暖房　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 室内洗濯機置場　 バルコニー　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　 シューズボックス　,ペット不可　 日当り良好　 外観タイル張り　,nan,代理,nan,"
",中央
20.0,99303721,2022年12月06日,2022年12月20日,福岡市中央区赤坂３丁目７－１０  mapを見る,ブライトンヒルズ赤坂けやき通り  904,福岡市七隈線桜坂駅 徒歩11分 赤坂３丁目バス停 徒歩4分 駅までmap 福岡市七隈線六本松駅 徒歩14分 駅までmap ,82.14㎡ / 約24.85坪,nan,3LDK,ＬＤＫ16.1／洋6.9／洋6.1／和6, 南,nan,nan,nan,空有,nan,　,nan,nan,無,2ヶ月 / 40万円,nan,無,nan,無,無,無,nan,nan,有、22000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＳＲＣ,nan,nan,地上13階建,9階部分,2001[H13]年8月,空家,相談　,都市ガス　 電気　 上水道　 下水道　 床暖房　 給湯　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＢＳ端子　 ＣＳ　 システムキッチン　 食器乾燥機　 室内洗濯機置場　 浴室乾燥機　 フローリング　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　 ２口コンロ　 独立洗面脱衣所　 防犯カメラ　,分譲タイプ　 南向き　,駐車場も確保済みです。駐車場の空きについては要確認,専任媒介,nan,"
",中央
3.7,98987976,2022年12月06日,2022年12月18日,福岡市中央区渡辺通５丁目15-4-1  mapを見る,シティパレス南天神part1  203,福岡市空港線天神駅 徒歩5分 駅までmap 西鉄天神大牟田線西鉄福岡（天神）駅 徒歩6分 駅までmap 福岡市七隈線天神南駅 徒歩6分 駅までmap ,18.4㎡ / 約5.57坪,nan,1K,nan, 西,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,3000円,nan,無,nan,nan,有、11000円、1年、東京海上ウエスト（例）※契約者や条件によっては、内容が変更になる場合があります。,無,カギ交換費用：1万7600円消毒代（任意）：1万1000円更新事務手数料：1万1000円退去時クリーニング代：3万3000円,nan,水町費：2700円 / 月緊急サポート（SEE：880円 / 月,nan,2年,nan,nan,nan,鉄骨造,nan,nan,地上5階建,2階部分,1990[H2]年6月,空家,相談　,都市ガス　 エアコン　 トイレ　 バス・トイレ別　 ＣＡＴＶ　 ＢＳ端子　 ＩＨクッキングヒーター　 洗面台　 フローリング　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　 インターネット使い放題　 インターネット対応　,角部屋　,大規模改修工事済。天神エリア徒歩圏内。オートロック付き、BT別部屋。外国籍入居相談可能。保証人無し相談可能。 / 敷金礼金0円で初期費用おさえれます。 室内洗濯機置場あり(203号),代理,nan,"
",中央
6.8,99300946,2022年12月05日,2022年12月19日,福岡市中央区今泉２丁目1-7  mapを見る,渡辺ビル  301,福岡市七隈線薬院大通駅 徒歩7分 駅までmap ,壁芯50.4㎡ / 約15.25坪,nan,2DK,nan,nan,nan,nan,nan,無,nan,　,nan,nan,無,無,実費,無,nan,無,無,無,有 ふれんず宅建保証※契約者や条件によっては、内容が変更になる場合があります。,家賃等総額の50％,有※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,1年,nan,nan,nan,ＲＣ,nan,nan,地上7階建,3階部分,1977[S52]年11月,空家,即時　,都市ガス　 バス・トイレ別　 ガスコンロ設置可　 室内洗濯機置場　 バルコニー　 エレベーター　 和室有　 押入れ　,ペット相談可　 小型犬可　,"ペット（犬のみ）飼育可（礼金2ヶ月必要）鍵交換代（入居時）16,500円町費（年間2,000円：入居後貸主より請求有）",一般媒介,nan,"
",中央
6.0,99309479,2022年12月05日,2022年12月11日,福岡市中央区渡辺通１丁目8-37  mapを見る,ソシオス天神  501,福岡市七隈線渡辺通駅 徒歩4分 駅までmap 福岡市七隈線薬院駅 徒歩9分 駅までmap 西鉄天神大牟田線薬院駅 徒歩10分 駅までmap ,壁芯24.48㎡ / 約7.41坪,nan,1K,nan, 5.04㎡,nan,nan,nan,無,nan,　,nan,nan,無,無,実費,無,nan,無,3000円,無,有 株式会社Casa※契約者や条件によっては、内容が変更になる場合があります。,nan,有、SBI日本少額短期保険契約（例）※契約者や条件によっては、内容が変更になる場合があります。,旧賃料8800円 ,nan,nan,くらしーど24：880円 / 月火災保険料：800円 / 月,nan,1年,nan,巡回,nan,ＲＣ,nan,nan,地上9階建,8階部分,2009[H21]年7月,空家,相談　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 収納スペース　 システムキッチン　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 宅配ボックス　 駐輪場　 24時間換気システム　 ２口コンロ　 防犯カメラ　 シューズボックス　,ペット相談可　 分譲タイプ　 角部屋　 外観タイル張り　 保証人不要　,★小型犬1匹まで相談可（礼金+1ヶ月）★★敷金・礼金・保証人不要★★小型犬1匹まで相談可（礼金+1ヶ月）★★保証会社審査で承認いただければ入居できます！★★A・D0％★⇒基本的に『保証人不要』でご対応します!!　保証会社審査で承認いただければどなたでも入居できます!!　その際の保証会社も多数ご用意しておりますのでお気軽にご相談ください!!,代理,三坂,"
										TEL：070-1970-6077
",中央
9.6,98828167,2022年12月05日,2022年12月19日,福岡市中央区赤坂１丁目14-17  mapを見る,エンクレスト赤坂弐番館  1301,福岡市空港線赤坂駅 徒歩3分 駅までmap 福岡市空港線大濠公園駅 徒歩12分 駅までmap 法務局前バス停 徒歩3分 ,47.55㎡ / 約14.38坪,nan,1K,洋17.9,nan,nan,nan,nan,無,nan,　,nan,nan,無,1ヶ月,実費,無,nan,無,5500円,無,有 日本セーフティ※契約者や条件によっては、内容が変更になる場合があります。,nan,有※契約者や条件によっては、内容が変更になる場合があります。,旧賃料22000円 ,退去時清掃代：6万6000円,nan,水町費：3300円 / 月安心サポート：1500円 / 月,nan,2年,nan,巡回,nan,ＳＲＣ,nan,nan,地上13階建,13階部分,2003[H15]年1月,居住中,予定　2022年12月下旬,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 ＢＳ端子　 収納スペース　 システムキッチン　 洗面所　 洗面台　 洗濯機置場　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 防犯カメラ　,ペット不可　 角部屋　 外観タイル張り　 最上階　,"当社の空室資料はこちらからダウンロードできます。 ＩＤ、ＰＡＳＳは直接ご連絡下さい！！ 【ゼロ不動産管理ホームページ】http://www.zerokanri.co.jp/trader/index.html【初期費用】 鍵交換代：19,800円（税込） 消毒代(必須税込)：13,750円（単身）保証会社：保証人有40％　無50％ 事務手数料：13,200円（税込） 安心サポート：初回入会金5000円(簡易消火器付)月額1500円 ※安心サポートには24時間緊急サポートと家財保険が含まれます。",代理,nan,"
",中央
